node_id,_graph_id,_node_id,sum_residential_units,sum_nonresidential_units,ave_unit_sqft,ave_lot_sqft,ave_income,population,poor,hhsize,jobs,sfdu,renters
94,0,45,1.649,6.449,8.007,12.389,0.000,0.000,0.000,0.000,11.263,0.000,0.000
95,0,46,1.610,6.330,8.007,12.616,0.000,0.000,0.000,0.000,10.786,0.000,0.000
96,0,47,1.569,6.335,8.007,12.616,0.000,0.000,0.000,0.000,10.802,0.000,0.000
101,0,48,2.385,6.864,7.865,12.543,8.732,0.326,0.326,1.000,12.372,0.000,0.000
102,0,49,2.395,6.740,7.910,12.516,11.167,1.539,1.273,3.286,12.352,0.000,0.000
122,0,50,3.326,6.564,7.700,10.354,11.564,2.399,1.257,2.375,11.835,0.000,0.000
124,0,51,5.336,4.308,7.340,8.299,11.400,6.074,4.192,2.585,11.414,0.000,0.000
136,0,52,3.660,7.249,7.641,9.396,11.885,3.711,1.652,2.432,11.864,0.000,0.000
137,0,53,3.567,5.609,7.553,8.942,11.909,3.737,1.660,2.486,9.199,0.000,0.000
157,0,54,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
158,0,55,0.137,0.000,7.760,13.773,10.602,0.190,0.089,2.000,0.000,0.000,0.000
159,0,56,0.477,0.000,7.760,13.773,10.602,0.760,0.582,2.000,0.000,0.000,0.000
160,0,57,0.823,0.000,7.849,14.585,9.946,1.489,1.489,4.000,0.000,0.000,0.000
161,0,58,0.811,0.000,7.891,14.347,10.326,0.868,0.752,3.000,7.978,0.000,0.000
162,0,59,0.737,0.000,7.760,14.950,9.337,1.319,1.319,5.000,0.000,0.000,0.000
163,0,60,0.942,0.000,7.662,14.892,10.455,1.638,1.515,4.500,0.000,0.000,0.000
164,0,61,0.882,0.000,7.760,14.950,9.337,1.124,1.124,5.000,0.000,0.000,0.000
165,0,62,0.861,0.000,7.760,14.950,9.337,1.082,1.082,5.000,0.000,0.000,0.000
166,0,63,0.767,0.000,7.891,14.347,10.326,0.713,0.548,3.000,8.149,0.000,0.000
167,0,64,0.663,0.000,7.760,12.956,10.816,0.622,0.000,1.000,9.170,0.000,0.000
168,0,65,2.026,0.000,7.717,13.282,10.641,2.645,1.325,2.429,8.881,0.000,0.000
169,0,66,1.697,0.000,7.679,13.387,10.655,2.261,1.113,2.400,8.633,0.000,0.000
170,0,67,0.769,0.000,8.007,13.941,10.936,1.391,1.249,3.000,1.697,0.000,0.000
171,0,68,0.412,0.000,7.849,14.379,10.675,0.904,0.823,2.000,6.971,0.000,0.000
172,0,69,0.693,0.000,8.007,12.709,10.816,0.693,0.000,1.000,9.318,0.000,0.000
173,0,70,0.834,0.000,7.662,14.480,11.263,1.760,0.000,3.250,0.000,0.000,0.000
174,0,71,0.723,0.000,7.662,15.140,10.818,1.592,0.256,4.000,0.000,0.000,0.000
175,0,72,0.655,0.000,7.662,15.140,10.818,1.477,0.066,4.000,0.000,0.000,0.000
176,0,73,0.504,0.000,7.662,14.781,10.331,0.949,0.938,3.000,0.000,0.000,0.000
177,0,74,0.489,0.000,7.662,14.781,10.331,0.910,0.888,3.000,0.000,0.000,0.000
178,0,75,0.827,0.000,7.760,13.773,10.602,1.249,1.030,2.000,0.000,0.000,0.000
179,0,76,0.827,0.000,7.760,13.773,10.602,1.049,0.618,2.000,0.000,0.000,0.000
180,0,77,0.536,0.000,7.432,14.324,10.820,0.536,0.000,1.000,0.000,0.000,0.000
181,0,78,0.382,0.000,7.432,14.324,10.820,0.382,0.000,1.000,0.000,0.000,0.000
182,0,79,0.171,0.000,7.432,14.324,10.820,0.171,0.000,1.000,0.000,0.000,0.000
183,0,80,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
184,0,81,0.241,0.000,7.760,13.773,10.602,0.370,0.233,2.000,0.000,0.000,0.000
185,0,82,0.395,0.000,7.432,14.324,10.820,0.395,0.000,1.000,0.000,0.000,0.000
186,0,83,0.163,0.000,7.432,14.324,10.820,0.163,0.000,1.000,0.000,0.000,0.000
187,0,84,0.141,0.000,7.432,14.324,10.820,0.141,0.000,1.000,0.000,0.000,0.000
188,0,85,0.342,0.000,8.007,11.025,11.318,0.342,0.000,2.000,1.237,0.000,0.000
189,0,86,0.679,0.000,7.935,13.076,11.014,0.831,0.032,2.333,7.108,0.000,0.000
190,0,87,0.827,0.000,7.760,13.773,10.602,1.455,1.386,2.000,0.000,0.000,0.000
191,0,88,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
192,0,89,0.756,0.000,7.760,14.300,11.344,1.964,0.000,3.000,0.000,0.000,0.000
193,0,90,0.833,0.000,7.760,14.300,11.344,2.067,0.000,3.000,0.000,0.000,0.000
197,0,91,0.892,0.000,7.662,15.140,10.818,1.974,1.162,4.000,0.000,0.000,0.000
198,0,92,1.049,0.000,7.662,14.892,10.455,2.049,1.792,4.500,0.000,0.000,0.000
199,0,93,1.009,0.000,7.760,14.633,10.413,1.732,1.624,4.000,0.000,0.000,0.000
200,0,94,0.990,0.000,7.760,14.633,10.413,1.704,1.614,4.000,0.000,0.000,0.000
201,0,95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
202,0,96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
203,0,97,0.154,0.000,7.432,14.324,10.820,0.154,0.000,1.000,0.000,0.000,0.000
204,0,98,0.053,0.000,7.432,14.324,10.820,0.053,0.000,1.000,0.000,0.000,0.000
205,0,99,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
206,0,100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
207,0,101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
208,0,102,0.402,0.000,7.760,14.163,11.252,1.363,0.000,3.333,0.000,0.000,0.000
209,0,103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
210,0,104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
211,0,105,0.727,0.000,7.760,14.300,11.344,1.926,0.000,3.000,0.000,0.000,0.000
212,0,106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
213,0,107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
214,0,108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
215,0,109,1.972,0.000,7.630,12.685,10.670,2.575,1.175,2.316,8.837,0.000,0.000
216,0,110,2.060,0.000,7.630,12.685,10.670,2.687,1.310,2.316,8.910,0.000,0.000
217,0,111,2.281,0.000,7.679,12.678,10.670,2.974,1.588,2.316,9.122,0.000,0.000
234,0,112,0.441,6.803,8.007,14.268,0.000,0.000,0.000,0.000,12.024,0.000,0.000
235,0,113,0.559,7.153,8.007,14.614,0.000,0.000,0.000,0.000,12.338,0.000,0.000
236,0,114,1.046,6.824,8.007,13.081,0.000,0.000,0.000,0.000,13.714,0.000,0.000
237,0,115,0.902,6.872,8.007,13.081,0.000,0.000,0.000,0.000,13.523,0.000,0.000
238,0,116,1.684,6.849,8.007,12.726,0.000,0.000,0.000,0.000,14.328,0.000,0.000
239,0,117,1.566,6.815,8.007,12.726,0.000,0.000,0.000,0.000,14.231,0.000,0.000
240,0,118,5.721,5.961,7.181,8.780,11.200,6.510,5.328,2.407,10.770,0.000,0.000
241,0,119,5.877,5.595,7.154,8.721,11.211,6.723,5.501,2.422,10.375,0.000,0.000
242,0,120,6.020,5.361,7.160,8.637,11.279,6.880,5.664,2.561,9.930,0.000,0.000
244,0,121,3.702,2.182,7.257,9.060,11.587,4.372,2.495,2.471,3.832,0.000,0.000
248,0,122,4.443,5.795,7.325,inf,11.353,5.205,3.747,2.599,10.124,0.000,0.000
249,0,123,4.759,6.193,7.027,inf,11.367,5.566,3.996,2.610,12.347,0.000,0.000
250,0,124,3.612,7.237,7.641,9.396,11.885,3.599,1.570,2.432,11.866,0.000,0.000
256,0,125,5.506,6.133,7.277,9.185,11.150,6.069,4.789,2.110,10.494,0.000,0.000
257,0,126,5.287,5.574,7.315,9.400,11.081,5.811,4.579,1.944,8.861,0.000,0.000
258,0,127,5.222,5.490,7.307,9.417,11.056,5.752,4.540,1.929,8.505,0.000,0.000
259,0,128,4.617,5.371,7.446,9.434,11.016,5.195,3.735,1.834,7.871,0.000,0.000
260,0,129,4.209,5.693,7.607,10.353,11.019,4.778,3.690,2.014,10.791,0.000,0.000
261,0,130,4.711,6.586,7.640,10.517,11.013,5.257,4.159,1.976,11.626,0.000,0.000
262,0,131,4.022,5.656,7.646,10.346,11.151,4.495,3.626,2.151,10.293,0.000,0.000
285,0,132,6.026,6.091,7.578,8.874,10.586,6.775,6.272,2.391,11.232,0.000,0.000
288,0,133,6.608,6.947,7.577,8.760,10.617,7.394,6.869,2.358,13.977,0.000,0.000
291,0,134,4.449,4.159,7.609,9.904,10.970,4.825,4.102,2.913,6.283,0.000,0.000
292,0,135,4.192,4.078,7.636,9.989,10.975,4.512,3.778,2.911,6.147,0.000,0.000
295,0,136,4.902,4.710,7.497,9.838,10.871,5.411,4.693,3.052,7.238,0.000,0.000
317,0,137,5.142,6.594,7.276,9.791,11.216,5.805,4.815,2.569,11.356,0.000,0.000
318,0,138,5.306,6.122,7.274,9.175,11.247,6.035,4.930,2.477,10.567,0.000,0.000
319,0,139,5.713,5.925,7.245,8.983,11.245,6.483,5.361,2.498,10.342,0.000,0.000
320,0,140,5.137,6.676,7.164,9.867,11.056,5.876,4.764,2.593,11.383,0.000,0.000
321,0,141,5.592,6.609,7.088,9.562,11.139,6.398,5.321,2.583,11.278,0.000,0.000
322,0,142,4.196,6.815,7.765,10.654,11.137,4.615,3.637,2.171,11.846,0.000,0.000
323,0,143,4.587,6.646,7.650,10.513,11.013,5.113,4.008,1.976,11.685,0.000,0.000
324,0,144,4.278,6.455,7.371,9.648,11.097,4.697,3.409,2.016,11.492,0.000,0.000
325,0,145,4.775,6.359,7.351,9.483,11.154,5.324,4.042,2.085,11.275,0.000,0.000
326,0,146,5.227,6.278,7.276,8.949,11.205,5.844,4.575,2.220,11.079,0.000,0.000
327,0,147,5.156,6.207,7.220,9.001,11.194,5.905,4.675,2.391,11.031,0.000,0.000
328,0,148,3.334,6.438,7.971,11.059,11.053,3.677,3.608,2.571,11.225,0.000,0.000
329,0,149,3.586,6.724,7.976,11.005,11.056,3.905,3.796,2.548,11.527,0.000,0.000
330,0,150,3.593,6.754,7.976,11.005,11.056,3.894,3.775,2.548,11.567,0.000,0.000
331,0,151,3.610,6.767,7.576,10.541,11.201,3.912,3.765,2.735,11.580,0.000,0.000
332,0,152,3.592,6.861,7.812,10.873,11.114,3.814,3.616,2.500,11.662,0.000,0.000
333,0,153,3.620,6.945,7.731,10.705,11.215,3.756,3.420,2.188,11.705,0.000,0.000
334,0,154,3.790,6.824,7.653,10.578,11.092,3.987,3.349,2.262,11.622,0.000,0.000
335,0,155,4.100,6.786,7.508,10.152,11.121,4.460,3.638,2.426,11.601,0.000,0.000
336,0,156,4.392,6.744,7.474,9.949,11.162,4.868,3.933,2.409,11.630,0.000,0.000
337,0,157,4.588,6.717,7.447,9.876,11.151,5.124,4.132,2.440,11.588,0.000,0.000
341,0,158,0.693,2.639,8.007,14.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000
342,0,159,0.675,2.604,8.007,14.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000
343,0,160,0.646,2.550,8.007,14.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000
344,0,161,0.562,2.380,8.007,14.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000
345,0,162,5.622,6.071,7.048,8.877,10.939,6.306,5.478,2.235,8.618,0.000,0.000
346,0,163,4.731,5.095,7.316,9.248,11.250,5.434,3.873,2.225,8.220,0.000,0.000
347,0,164,4.917,5.292,7.300,9.161,11.364,5.629,4.085,2.266,8.296,0.000,0.000
350,0,165,6.138,6.183,7.257,9.159,11.482,6.921,5.264,2.455,9.358,0.000,0.000
351,0,166,6.137,6.151,7.257,9.159,11.482,6.919,5.269,2.455,9.328,0.000,0.000
352,0,167,5.578,5.770,7.370,9.793,11.393,6.329,4.872,2.370,8.658,0.000,0.000
354,0,168,4.451,4.124,7.358,8.398,11.346,5.190,3.768,2.249,6.125,0.000,0.000
355,0,169,4.926,5.681,7.357,9.894,11.497,5.555,3.519,2.353,9.380,0.000,0.000
356,0,170,4.389,1.935,7.674,9.246,11.783,5.429,2.941,2.862,8.525,0.000,0.000
357,0,171,3.397,0.000,7.704,9.427,11.713,4.506,1.751,2.721,8.957,0.000,0.000
358,0,172,0.526,0.000,7.630,9.827,12.387,1.179,0.000,4.333,7.199,0.000,0.000
359,0,173,0.381,1.951,8.007,14.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000
360,0,174,0.450,0.000,6.581,14.771,11.590,0.995,0.000,3.000,0.759,0.000,0.000
361,0,175,0.693,0.000,7.615,10.478,11.621,2.079,0.000,7.000,0.000,0.000,0.000
363,0,176,4.109,5.460,7.537,9.107,11.847,4.966,2.292,2.824,8.471,0.000,0.000
365,0,177,4.118,6.609,7.262,inf,11.376,4.924,3.233,2.545,9.674,0.000,0.000
366,0,178,4.724,3.718,7.655,9.395,11.404,5.579,3.628,2.485,3.773,0.000,0.000
368,0,179,4.739,0.000,7.670,9.500,11.389,5.607,3.852,2.524,5.648,0.000,0.000
369,0,180,3.694,0.000,7.674,9.087,11.464,4.509,1.951,2.359,4.113,0.000,0.000
370,0,181,4.203,5.122,7.662,inf,11.832,5.275,3.174,2.750,6.849,0.000,0.000
403,0,182,1.893,5.668,7.940,12.120,10.148,2.036,2.036,3.000,9.730,0.000,0.000
404,0,183,1.741,5.790,7.955,12.374,10.148,1.726,1.726,3.000,10.407,0.000,0.000
464,0,184,3.648,2.303,7.454,9.663,11.498,4.870,2.908,3.164,4.610,0.000,0.000
465,0,185,4.328,6.283,7.587,inf,11.663,5.306,3.230,2.724,8.596,0.000,0.000
476,0,186,3.229,5.193,7.577,9.180,11.678,4.189,2.238,2.769,9.632,0.000,0.000
477,0,187,4.892,6.379,7.498,inf,11.376,5.750,4.375,2.664,11.612,0.000,0.000
481,0,188,4.003,5.367,7.328,inf,11.347,4.741,3.126,2.578,10.435,0.000,0.000
482,0,189,3.668,5.960,7.308,inf,11.704,4.567,2.402,2.558,9.600,0.000,0.000
483,0,190,3.830,4.731,7.357,9.136,11.538,4.673,2.880,2.571,8.624,0.000,0.000
484,0,191,4.612,5.763,7.088,inf,11.405,5.542,3.813,2.628,9.293,0.000,0.000
485,0,192,5.704,5.330,7.159,inf,11.263,6.662,5.178,2.476,10.238,0.000,0.000
486,0,193,5.043,6.246,7.013,inf,10.688,5.647,5.257,2.045,10.603,0.000,0.000
487,0,194,4.283,4.000,7.265,8.918,11.455,5.245,3.115,2.765,5.967,0.000,0.000
488,0,195,5.226,6.757,7.079,inf,10.859,5.886,5.110,2.233,9.400,0.000,0.000
491,0,196,4.905,4.000,7.771,9.434,10.840,5.407,4.456,2.454,8.128,0.000,0.000
499,0,197,5.534,6.053,7.329,9.246,11.008,6.375,5.299,3.103,11.232,0.000,0.000
500,0,198,5.436,5.557,7.261,8.953,11.018,6.361,5.160,3.078,10.856,0.000,0.000
501,0,199,5.464,5.276,7.231,8.821,11.019,6.487,5.203,3.152,10.529,0.000,0.000
502,0,200,5.329,3.515,7.130,8.788,11.012,6.471,5.046,3.359,8.740,0.000,0.000
503,0,201,5.386,1.563,7.102,8.598,11.033,6.549,5.119,3.400,5.057,0.000,0.000
504,0,202,5.247,3.734,7.070,8.735,11.039,6.409,4.981,3.362,8.386,0.000,0.000
505,0,203,5.147,4.413,7.067,8.737,11.042,6.301,4.883,3.338,9.099,0.000,0.000
506,0,204,5.271,5.627,7.074,9.062,11.079,6.355,5.006,3.358,10.792,0.000,0.000
507,0,205,5.073,5.731,7.082,9.173,11.109,6.109,4.845,3.287,11.175,0.000,0.000
508,0,206,4.898,5.789,7.094,9.269,11.106,5.922,4.708,3.296,11.348,0.000,0.000
509,0,207,4.412,5.793,7.243,9.640,10.981,5.367,4.234,3.000,11.737,0.000,0.000
510,0,208,4.383,5.789,7.243,9.570,10.977,5.334,4.199,3.012,11.747,0.000,0.000
511,0,209,5.198,5.201,7.272,9.232,10.771,6.155,5.274,2.674,11.278,0.000,0.000
512,0,210,5.469,4.557,7.244,9.025,10.855,6.458,5.539,2.729,9.974,0.000,0.000
513,0,211,5.436,4.091,7.245,8.998,10.844,6.450,5.513,2.765,9.157,0.000,0.000
514,0,212,5.420,3.613,7.237,8.907,10.858,6.456,5.512,2.818,7.377,0.000,0.000
515,0,213,5.408,3.579,7.235,8.917,10.860,6.460,5.510,2.805,7.044,0.000,0.000
516,0,214,5.421,3.574,7.220,8.736,10.901,6.482,5.524,2.951,7.188,0.000,0.000
517,0,215,5.260,4.396,7.246,8.983,10.914,6.280,5.233,3.043,7.901,0.000,0.000
518,0,216,4.006,5.473,7.292,10.563,10.912,4.804,3.687,2.843,9.384,0.000,0.000
519,0,217,4.443,5.080,7.238,10.334,10.775,5.305,4.241,2.681,9.133,0.000,0.000
520,0,218,3.497,3.337,7.260,10.512,10.827,4.214,3.237,2.569,7.080,0.000,0.000
521,0,219,0.791,0.000,7.865,15.044,11.916,0.080,0.000,2.000,3.367,0.000,0.000
522,0,220,0.881,0.000,7.865,15.044,11.916,0.402,0.000,2.000,3.146,0.000,0.000
523,0,221,0.957,0.000,7.865,15.044,11.916,0.630,0.000,2.000,2.884,0.000,0.000
524,0,222,0.919,0.000,7.865,15.044,11.916,0.595,0.000,2.000,2.832,0.000,0.000
525,0,223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
526,0,224,0.111,5.929,8.007,15.835,0.000,0.000,0.000,0.000,8.400,0.000,0.000
527,0,225,3.083,8.068,7.422,15.142,10.738,4.007,3.182,2.816,10.542,0.000,0.000
528,0,226,0.582,0.000,8.007,15.046,0.000,0.000,0.000,0.000,3.141,0.000,0.000
529,0,227,0.754,0.000,7.865,15.044,11.916,0.029,0.000,2.000,3.341,0.000,0.000
530,0,228,4.642,4.079,7.266,9.515,10.715,5.629,5.219,3.045,8.147,0.000,0.000
531,0,229,4.908,4.468,7.251,8.922,10.852,5.871,5.006,2.977,6.876,0.000,0.000
532,0,230,4.675,4.144,7.223,8.988,10.874,5.659,4.658,3.047,6.567,0.000,0.000
533,0,231,3.816,5.895,7.382,10.831,10.977,4.472,3.024,2.798,9.548,0.000,0.000
534,0,232,3.977,5.543,7.314,10.567,10.912,4.754,3.615,2.843,9.440,0.000,0.000
535,0,233,4.639,5.396,7.378,9.912,10.496,5.228,4.890,2.415,9.698,0.000,0.000
536,0,234,3.601,5.391,7.646,11.167,10.270,4.073,3.637,2.277,9.039,0.000,0.000
537,0,235,4.750,7.098,7.422,15.142,10.738,5.744,4.898,2.816,9.571,0.000,0.000
538,0,236,4.093,7.778,7.422,15.142,10.738,5.071,4.230,2.816,10.251,0.000,0.000
539,0,237,3.760,7.918,7.422,15.142,10.738,4.727,3.889,2.816,10.391,0.000,0.000
540,0,238,5.119,0.000,7.930,9.053,11.059,6.059,5.163,2.570,3.706,0.000,0.000
541,0,239,5.212,0.000,7.930,9.053,11.059,6.153,5.277,2.570,3.727,0.000,0.000
542,0,240,5.119,0.000,7.930,9.053,11.059,6.062,5.172,2.570,3.691,0.000,0.000
543,0,241,5.085,0.000,7.930,9.053,11.059,6.026,5.120,2.570,3.708,0.000,0.000
544,0,242,3.145,3.941,7.555,9.858,11.248,3.944,2.690,2.785,6.960,0.000,0.000
545,0,243,4.743,2.592,7.720,9.307,11.284,5.668,4.524,2.811,5.322,0.000,0.000
546,0,244,4.958,3.086,7.686,9.518,11.339,5.890,4.536,2.830,5.866,0.000,0.000
547,0,245,5.071,3.274,7.661,9.164,11.296,5.990,4.557,2.775,6.019,0.000,0.000
548,0,246,5.424,3.738,7.670,9.383,11.370,6.316,4.657,2.799,6.438,0.000,0.000
549,0,247,5.664,3.073,7.652,9.498,11.386,6.590,4.994,2.886,5.883,0.000,0.000
550,0,248,5.533,2.806,7.648,9.537,11.352,6.472,4.861,2.859,5.660,0.000,0.000
551,0,249,3.953,0.561,7.539,10.410,11.343,4.970,3.339,2.987,3.097,0.000,0.000
552,0,250,4.059,0.670,7.518,10.354,11.343,5.084,3.469,2.987,3.256,0.000,0.000
553,0,251,4.064,0.690,7.492,10.298,11.044,5.093,3.481,2.752,3.279,0.000,0.000
554,0,252,4.724,2.798,7.695,9.994,11.176,5.535,4.757,2.593,6.224,0.000,0.000
555,0,253,2.844,0.560,7.684,10.009,11.296,3.755,2.246,2.821,3.281,0.000,0.000
556,0,254,3.931,1.397,7.676,10.165,11.435,4.744,3.345,2.806,4.114,0.000,0.000
557,0,255,3.584,1.969,7.804,10.530,11.353,4.459,2.862,3.020,5.019,0.000,0.000
558,0,256,3.842,3.999,7.916,10.105,11.407,4.869,3.148,2.952,7.162,0.000,0.000
559,0,257,3.784,0.000,7.954,10.365,11.445,4.669,2.670,2.837,3.582,0.000,0.000
560,0,258,5.633,0.000,7.913,8.893,10.975,6.565,5.734,2.580,3.981,0.000,0.000
561,0,259,4.111,4.499,7.698,9.429,11.986,5.216,2.631,2.929,9.055,0.000,0.000
562,0,260,4.465,3.987,7.683,9.423,11.987,5.574,3.038,2.948,8.391,0.000,0.000
563,0,261,4.499,0.000,7.648,9.334,11.957,5.650,2.917,2.706,3.958,0.000,0.000
564,0,262,4.479,0.000,7.649,9.335,11.925,5.607,2.943,2.744,3.874,0.000,0.000
565,0,263,4.547,0.000,7.644,9.326,11.899,5.628,3.150,2.721,4.055,0.000,0.000
566,0,264,4.513,0.000,7.649,9.320,11.915,5.569,3.075,2.729,3.747,0.000,0.000
567,0,265,4.469,0.000,7.647,9.320,11.900,5.516,3.026,2.721,4.333,0.000,0.000
568,0,266,4.491,1.669,7.675,9.344,11.949,5.508,3.118,2.749,5.697,0.000,0.000
569,0,267,4.585,2.385,7.684,9.344,11.926,5.596,3.285,2.688,6.174,0.000,0.000
570,0,268,4.708,2.908,7.690,9.346,11.938,5.706,3.484,2.714,6.591,0.000,0.000
571,0,269,4.656,3.433,7.708,9.393,11.933,5.655,3.487,2.724,6.765,0.000,0.000
572,0,270,4.415,2.966,7.754,9.443,11.919,5.431,3.298,2.767,6.176,0.000,0.000
573,0,271,4.413,1.203,7.748,9.446,11.949,5.475,3.265,2.804,5.161,0.000,0.000
574,0,272,4.445,0.077,7.737,9.442,11.913,5.518,3.284,2.835,5.230,0.000,0.000
575,0,273,4.382,0.015,7.752,9.455,11.909,5.460,3.201,2.832,4.952,0.000,0.000
576,0,274,4.130,0.000,7.770,9.553,11.912,5.287,3.046,2.849,3.441,0.000,0.000
578,0,275,4.513,5.332,7.213,9.169,10.938,5.393,4.439,3.108,9.718,0.000,0.000
621,0,276,4.221,3.668,7.162,9.015,10.981,5.331,4.226,3.325,7.661,0.000,0.000
